log_id,timestamp,satellite_id,satellite_name,orbit_type,satellite_type,ground_station,operator_id,error_code,error_description,subsystem,severity,link_type,protocol,frequency_mhz,snr_db,bit_error_rate,elevation_angle_deg,event_duration_ms,retry_count,weather_condition,requires_action,resolved,resolution_action,resolution_time_min
WTE-LOG-04836,2022-07-24 22:03:47,WTE-SAT-006,Oracle Eye II,GEO,Observación,GS-SYDNEY-01,C.Danvers,ERR-TLM-003,Timestamp synchronization error,Telemetría,LOW,VHF,AOS,139.264,13.6,9.1e-06,20.0,60049206,4.0,Fog,False,True,Propulsion inhibit commanded,131
WTE-LOG-04837,2022-02-21 16:01:46,WTE-SAT-006,Oracle Eye II,GEO,Observación,GS-SILICON-01,T.Fox,ERR-TX-002,Power amplifier overheat,Transmisor,MEDIUM,Optical,DVB-S2,193732.788,13.48,3.7e-09,63.7,85548263,9.0,Rain,True,False,Pending investigation,0
WTE-LOG-04838,2024-03-13 20:47:37,WTE-SAT-011,Wayne IoT Hub South,LEO,IoT,GS-TELAVIV-01,V.Stone,ERR-SEC-003,Certificate validation failed,Seguridad,LOW,X-Band,DVB-S2,8145.977,22.33,5.9e-08,33.3,57505722,8.0,Snow,True,False,Pending investigation,0
WTE-LOG-04839,2023-07-05 06:54:02,WTE-SAT-015,WTE Deep Space Probe I,HEO,Investigación,GS-GOTHAM-02,O.Queen,ERR-RX-003,Bit error rate > 1e-6,Receptor,CRITICAL,S-Band,SpacePacket,2044.538,24.04,3.9e-09,89.7,51847207,8.0,Stormy,True,False,Pending investigation,0
WTE-LOG-04840,2025-02-26 22:50:16,WTE-SAT-008,Wayne Sentinel Prime,GEO,Seguridad,GS-TORONTO-01,R.Drake,ERR-OBC-004,EDAC correction overflow,OBC,MEDIUM,S-Band,DVB-S2,2091.482,17.42,3.4e-09,59.6,64128100,15.0,Clear,False,True,Monitoring — no immediate action required,2066
WTE-LOG-04841,2024-07-26 14:37:10,WTE-SAT-001,WayneTech Relay Alpha,LEO,Relay,GS-GOTHAM-02,L.Fox.Jr,ERR-OBC-004,EDAC correction overflow,OBC,MEDIUM,VHF,DVB-S2,161.827,18.97,5.3e-06,56.9,73323804,13.0,Snow,False,False,Pending investigation,0
WTE-LOG-04842,2022-03-17 14:33:49,WTE-SAT-012,Wayne IoT Hub East,MEO,IoT,GS-GOTHAM-01,S.Wayne,ERR-OBC-003,Software exception — unhandled interrupt,OBC,HIGH,VHF,CCSDS,144.189,20.03,8.1e-09,34.9,35110560,0.0,Snow,True,True,Rebooted subsystem — nominal restored,1945
WTE-LOG-04843,2022-05-02 00:59:28,WTE-SAT-008,Wayne Sentinel Prime,GEO,Seguridad,GS-SILICON-01,V.Stone,ERR-TCS-003,Radiator blockage suspected,Térmico,LOW,UHF,AOS,356.796,22.07,1.5e-09,15.1,32119513,1.0,Clear,False,True,Ground patch uploaded and applied,1094
WTE-LOG-04844,2023-11-19 01:11:48,WTE-SAT-009,Wayne Sentinel Echo,MEO,Seguridad,GS-TORONTO-01,B.Banner,ERR-TLM-001,Telemetry frame corruption,Telemetría,HIGH,VHF,CCSDS,147.948,16.25,3.4e-08,76.0,80617751,13.0,Snow,True,True,Antenna calibration sequence executed,370
WTE-LOG-04845,2022-12-07 17:46:46,WTE-SAT-001,WayneTech Relay Alpha,LEO,Relay,GS-GOTHAM-01,N.Romanov,ERR-PWR-002,Battery cell imbalance,Energía,MEDIUM,Ka-Band,SpacePacket,26949.021,36.61,7.5e-05,-999.0,85834351,4.0,Stormy,True,False,Pending investigation,0
WTE-LOG-04846,2022-09-01 01:05:02,WTE-SAT-012,Wayne IoT Hub East,MEO,IoT,GS-LONDON-01,P.Parker,ERR-ANT-004,Antenna array element failure,Antena,HIGH,Ku-Band,CCSDS,14404.97,14.95,5.2e-05,19.8,3038799,2.0,Clear,True,False,Pending investigation,0
WTE-LOG-04847,2022-06-01 12:10:12,WTE-SAT-015,WTE Deep Space Probe I,HEO,Investigación,GS-SILICON-01,T.Stark,ERR-ANT-001,Antenna pointing loss,Antena,CRITICAL,Ku-Band,SpacePacket,14447.27,21.37,9.5e-09,63.9,43650025,0.0,Rain,True,False,Pending investigation,0
WTE-LOG-04848,2024-07-31 10:29:31,WTE-SAT-010,Wayne IoT Hub North,LEO,IoT,GS-GOTHAM-02,B.Grayson,ERR-RX-003,Bit error rate > 1e-6,Receptor,LOW,Ka-Band,CCSDS,26794.785,11.77,1.5e-07,78.3,19914020,3.0,Clear,True,True,Watchdog timer reset — system recovered,1811
WTE-LOG-04849,2022-11-23 21:42:59,WTE-SAT-001,WayneTech Relay Alpha,LEO,Relay,GS-LONDON-01,B.Grayson,ERR-SEC-001,Unauthorized access attempt detected,Seguridad,CRITICAL,VHF,CCSDS,159.047,4.64,1e-05,40.0,38560805,6.0,Clear,True,True,Watchdog timer reset — system recovered,407
WTE-LOG-04850,2022-11-17 08:36:04,WTE-SAT-001,WayneTech Relay Alpha,LEO,Relay,GS-SINGAPORE-01,B.Wayne,ERR-OBC-001,On-board computer watchdog reset,OBC,CRITICAL,VHF,CCSDS,161.768,6.8,6.5e-06,20.5,55866959,15.0,Snow,True,True,Switched to backup transponder,351
WTE-LOG-04851,2023-01-15 03:10:22,WTE-SAT-004,WayneTech Relay Delta,MEO,Relay,GS-GOTHAM-02,D.Pennyworth,ERR-PROP-001,Thruster valve stuck open,Propulsión,CRITICAL,VHF,CCSDS,154.767,20.64,3.5e-09,85.1,62423739,3.0,Clear,True,False,Pending investigation,0
WTE-LOG-04852,2022-01-23 20:19:37,WTE-SAT-001,WayneTech Relay Alpha,LEO,Relay,GS-LONDON-01,B.Wayne,ERR-OBC-004,EDAC correction overflow,OBC,MEDIUM,Ku-Band,CCSDS,14054.589,23.94,8.2e-05,21.4,70529624,12.0,Stormy,False,True,False positive — closed after 24h monitoring,2673
WTE-LOG-04853,2022-04-07 03:10:43,WTE-SAT-005,Oracle Eye I,GEO,Observación,GS-DUBAI-01,V.Stone,ERR-OBC-003,Software exception — unhandled interrupt,OBC,HIGH,Ku-Band,TCP/IP-over-CCSDS,14375.307,20.53,4.1e-05,18.5,55044023,4.0,Clear,True,True,SEU scrubbing routine triggered,644
WTE-LOG-04854,2022-04-02 23:53:13,WTE-SAT-004,WayneTech Relay Delta,MEO,Relay,GS-LONDON-01,L.Fox.Jr,ERR-CMD-002,Uplink packet loss,Comando,HIGH,Ka-Band,CCSDS,26598.202,27.49,6.2e-08,71.4,31470157,7.0,Cloudy,True,True,Switched to backup transponder,2315
WTE-LOG-04855,2023-04-19 01:17:51,WTE-SAT-002,WayneTech Relay Beta,LEO,Relay,GS-LONDON-01,L.McGinnis,ERR-TLM-001,Telemetry frame corruption,Telemetría,HIGH,Optical,TCP/IP-over-CCSDS,193512.499,23.01,8.7e-09,57.6,46812444,14.0,Fog,True,False,Pending investigation,0
WTE-LOG-04856,2022-02-18 07:14:26,WTE-SAT-011,Wayne IoT Hub South,LEO,IoT,GS-SYDNEY-01,S.Wayne,ERR-NET-001,Inter-satellite link packet drop > 5%,Red ISL,HIGH,UHF,SpacePacket,307.121,13.84,3.9e-08,42.1,16627615,10.0,Fog,True,True,Monitoring — no immediate action required,1518
WTE-LOG-04857,2024-06-06 10:13:34,WTE-SAT-008,Wayne Sentinel Prime,GEO,Seguridad,GS-GOTHAM-01,V.Stone,ERR-ADCS-002,Reaction wheel desaturation required,ADCS,MEDIUM,Optical,TCP/IP-over-CCSDS,193582.976,16.66,1.4e-08,48.7,25871935,8.0,Clear,True,True,Power cycle completed successfully,1182
WTE-LOG-04858,2022-11-06 02:56:52,WTE-SAT-006,Oracle Eye III,LEO,Observación,GS-TELAVIV-01,D.Pennyworth,ERR-TCS-001,Thermal control system out of bounds,Térmico,HIGH,Ku-Band,TM/TC,14290.405,29.71,0.0036,6.5,46970613,0.0,Clear,True,False,Pending investigation,0
WTE-LOG-04859,2023-01-18 11:01:06,WTE-SAT-012,Wayne IoT Hub East,MEO,IoT,GS-LONDON-01,T.Stark,ERR-NET-002,Routing table inconsistency,Red ISL,MEDIUM,Ku-Band,TM/TC,14067.786,12.75,0.0081,26.0,16460672,0.0,Fog,True,True,Watchdog timer reset — system recovered,1396
WTE-LOG-04860,2022-08-06 20:21:02,WTE-SAT-013,Project Oracle Node A,LEO,Datos,GS-TELAVIV-01,N.Romanov,ERR-PWR-001,Solar panel output degradation,Energía,HIGH,Ku-Band,DVB-S2,14468.034,22.11,6.4e-07,68.5,13709251,1.0,Clear,True,True,Solar array reoriented,922
WTE-LOG-04861,2024-11-10 22:33:45,WTE-SAT-004,WayneTech Relay Delta,MEO,Relay,GS-GOTHAM-02,B.Wayne,ERR-ANT-003,Mechanical gimbal fault,Antena,HIGH,Optical,DVB-S2,193454.236,9.58,6.5e-09,10.4,48382096,13.0,Clear,True,False,Pending investigation,0
WTE-LOG-04862,2024-03-31 07:36:48,WTE-SAT-008,Wayne Sentinel Prime,GEO,Seguridad,GS-TORONTO-01,L.Fox.Jr,ERR-RX-001,Receiver desensitization detected,Receptor,HIGH,Optical,TM/TC,193659.92,9.14,0.0087,55.9,34381315,15.0,Cloudy,True,True,Ground patch uploaded and applied,2176
WTE-LOG-04863,2024-03-25 05:03:53,WTE-SAT-003,WayneTech Relay Gamma,LEO,Relay,GS-SYDNEY-01,N.Romanov,ERR-NET-001,Inter-satellite link packet drop > 5%,Red ISL,HIGH,Ka-Band,TCP/IP-over-CCSDS,26577.11,22.6,0.0089,28.2,11112181,8.0,Stormy,True,True,Solar array reoriented,1568
WTE-LOG-04864,2022-04-30 18:24:27,WTE-SAT-010,Wayne IoT Hub North,LEO,IoT,GS-SINGAPORE-01,R.Drake,ERR-RX-001,Receiver desensitization detected,Receptor,HIGH,X-Band,CCSDS,8210.313,16.16,0.0027,40.5,41214955,12.0,Snow,True,True,Thermal purge executed,985
WTE-LOG-04865,2024-07-07 10:13:59,WTE-SAT-004,WayneTech Relay Delta,MEO,Relay,GS-SINGAPORE-01,P.Parker,ERR-OBC-004,EDAC correction overflow,OBC,MEDIUM,VHF,CCSDS,172.128,12.82,1e-08,12.1,5073017,1.0,Clear,False,False,Pending investigation,0
WTE-LOG-04866,2022-07-26 14:30:34,WTE-SAT-002,WayneTech Relay Beta,LEO,Relay,GS-TORONTO-01,S.Wayne,ERR-OBC-004,EDAC correction overflow,OBC,MEDIUM,Ka-Band,AOS,26972.576,13.87,1.7e-05,16.5,6201783,5.0,Cloudy,False,True,Manual command override applied,2120
WTE-LOG-04867,2023-03-14 15:15:09,WTE-SAT-009,Wayne Sentinel Echo,MEO,Seguridad,GS-SINGAPORE-01,B.Grayson,ERR-CMD-001,Command authentication failure,Comando,CRITICAL,Ku-Band,TM/TC,14189.335,19.95,2.1e-08,56.7,19257569,2.0,Clear,True,True,Encryption keys rotated,336
WTE-LOG-04868,2024-05-12 03:32:22,WTE-SAT-002,WayneTech Relay Beta,LEO,Relay,GS-GOTHAM-02,O.Queen,ERR-PROP-002,Propellant pressure low,Propulsión,HIGH,Ka-Band,AOS,26955.62,7.74,2e-08,22.7,57099855,6.0,Clear,True,True,Antenna calibration sequence executed,1508
WTE-LOG-04869,2022-05-16 20:52:56,WTE-SAT-011,Wayne IoT Hub South,LEO,IoT,GS-SILICON-01,B.Wayne,ERR-OBC-003,Software exception — unhandled interrupt,OBC,HIGH,UHF,CCSDS,361.349,17.82,9.3e-06,42.2,16709620,7.0,Clear,True,True,Rebooted subsystem — nominal restored,2694
WTE-LOG-04870,2022-11-17 21:56:09,WTE-SAT-001,WayneTech Relay Alpha,LEO,Relay,GS-LONDON-01,D.Pennyworth,ERR-PROP-001,Thruster valve stuck open,Propulsión,CRITICAL,Ka-Band,TCP/IP-over-CCSDS,26679.888,0.0,6.1e-07,67.2,4474099,1.0,Clear,True,True,SEU scrubbing routine triggered,1515
WTE-LOG-04871,2024-05-16 05:02:01,WTE-SAT-003,WayneTech Relay Gamma,LEO,Relay,GS-SILICON-01,D.Pennyworth,ERR-CMD-004,Invalid command sequence,Comando,LOW,UHF,TCP/IP-over-CCSDS,382.747,11.42,6.8e-07,29.0,15855069,10.0,Cloudy,False,True,False positive — closed after 24h monitoring,2353
WTE-LOG-04872,2023-12-26 19:19:44,WTE-SAT-003,WayneTech Relay Gamma,LEO,Relay,GS-SINGAPORE-01,V.Stone,ERR-TLM-004,Packet sequence counter mismatch,Telemetría,MEDIUM,Ka-Band,TCP/IP-over-CCSDS,26663.712,15.08,2.4e-08,89.1,21701422,14.0,Fog,True,True,Thermal purge executed,679
WTE-LOG-04873,2024-09-08 10:54:32,WTE-SAT-012,Wayne IoT Hub East,MEO,IoT,GS-SILICON-01,B.Grayson,ERR-OBC-003,Software exception — unhandled interrupt,OBC,HIGH,Ku-Band,CCSDS,14103.537,12.04,8.7e-07,59.1,33239803,2.0,Fog,True,True,Propulsion inhibit commanded,1645
WTE-LOG-04874,2023-09-10 12:09:52,WTE-SAT-004,WayneTech Relay Delta,MEO,Relay,GS-TORONTO-01,O.Queen,ERR-ANT-001,Antenna pointing loss,Antena,CRITICAL,UHF,SpacePacket,313.213,28.38,5.5e-07,5.4,20687477,0.0,Cloudy,True,True,Thermal purge executed,1272
WTE-LOG-04875,2022-07-31 22:18:53,WTE-SAT-015,WTE Deep Space Probe I,HEO,Investigación,GS-DUBAI-01,T.Fox,ERR-CMD-002,Uplink packet loss,Comando,HIGH,VHF,DVB-S2,147.827,16.22,6.6e-08,32.2,23698889,3.0,Stormy,True,True,Thermal purge executed,2688
WTE-LOG-04876,2022-12-07 17:54:25,WTE-SAT-003,WayneTech Relay Gamma,LEO,Relay,GS-GOTHAM-01,T.Stark,ERR-CMD-003,Command timeout — no ACK received,Comando,MEDIUM,Ku-Band,DVB-S2,14316.616,6.04,3.8e-05,55.8,83719266,5.0,Clear,True,True,Escalated to L2 engineering team,479
WTE-LOG-04877,2024-01-14 05:03:37,WTE-SAT-008,Wayne Sentinel Prime,GEO,Seguridad,GS-SILICON-01,O.Queen,ERR-TLM-004,Packet sequence counter mismatch,Telemetría,MEDIUM,UHF,AOS,306.067,8.85,1.8e-07,69.5,63344604,9.0,Clear,True,True,Monitoring — no immediate action required,1811
WTE-LOG-04878,2024-06-14 17:27:19,WTE-SAT-004,WayneTech Relay Delta,MEO,Relay,GS-GOTHAM-01,T.Stark,ERR-NET-003,Handover failure between ground stations,Red ISL,HIGH,Ku-Band,CCSDS,14164.597,17.37,8.8e-06,35.0,53417885,0.0,Fog,True,True,Escalated to L2 engineering team,2822
WTE-LOG-04879,2025-02-24 23:16:39,WTE-SAT-003,WayneTech Relay Gamma,LEO,Relay,GS-DUBAI-01,B.Wayne,ERR-OBC-003,Software exception — unhandled interrupt,OBC,HIGH,X-Band,TCP/IP-over-CCSDS,8189.63,20.43,0.00096,75.8,34925214,3.0,Clear,True,True,Watchdog timer reset — system recovered,2660
WTE-LOG-04880,2024-05-04 07:04:40,WTE-SAT-006,Oracle Eye II,GEO,Observación,GS-DUBAI-01,L.McGinnis,ERR-OBC-004,EDAC correction overflow,OBC,MEDIUM,Optical,TM/TC,193788.594,24.08,7.7e-08,86.8,49824167,5.0,Cloudy,False,True,Adjusted frequency offset manually,1927
WTE-LOG-04881,2023-09-21 21:39:06,WTE-SAT-003,WayneTech Relay Gamma,LEO,Relay,GS-SILICON-01,B.Wayne,ERR-CMD-001,Command authentication failure,Comando,CRITICAL,Optical,TCP/IP-over-CCSDS,193723.981,16.36,9.6e-05,88.1,55334100,4.0,Rain,True,False,Pending investigation,0
WTE-LOG-04882,2022-06-13 13:56:40,WTE-SAT-011,Wayne IoT Hub South,LEO,IoT,GS-SILICON-01,T.Fox,ERR-TLM-003,Timestamp synchronization error,Telemetría,LOW,Ka-Band,TCP/IP-over-CCSDS,26794.169,20.19,0.00013,86.5,62371991,9.0,Clear,False,True,Power cycle completed successfully,592
WTE-LOG-04883,2024-11-04 18:18:06,WTE-SAT-010,Wayne IoT Hub North,LEO,IoT,GS-TELAVIV-01,T.Stark,ERR-TLM-002,Housekeeping data gap,Telemetría,MEDIUM,S-Band,TM/TC,2042.723,19.45,6e-06,63.0,23572641,10.0,Stormy,False,True,Encryption keys rotated,485
WTE-LOG-04884,2024-06-02 11:22:27,WTE-SAT-015,WTE Deep Space Probe I,HEO,Investigación,GS-GOTHAM-01,R.Drake,ERR-TX-002,Power amplifier overheat,Transmisor,HIGH,S-Band,CCSDS,2057.319,8.62,4.9e-07,49.8,85177282,12.0,Fog,True,True,Encryption keys rotated,1113
WTE-LOG-04885,2022-04-30 15:02:22,WTE-SAT-007,Oracle Eye III,LEO,Observación,GS-DUBAI-01,B.Wayne,ERR-OBC-004,EDAC correction overflow,OBC,MEDIUM,Optical,CCSDS,193677.848,21.89,0.008,64.9,63338269,14.0,Rain,False,True,Switched to backup transponder,166
WTE-LOG-04886,2022-05-01 03:11:08,WTE-SAT-009,Wayne Sentinel Echo,MEO,Seguridad,GS-GOTHAM-02,V.Stone,ERR-TX-004,Modulation index out of range,Transmisor,LOW,VHF,TCP/IP-over-CCSDS,171.602,12.35,0.00071,43.4,56061059,5.0,Clear,False,True,Pending L3 review,799
WTE-LOG-04887,2022-01-21 18:32:59,WTE-SAT-008,Wayne Sentinel Prime,GEO,Seguridad,GS-LONDON-01,R.Drake,ERR-OBC-001,On-board computer watchdog reset,OBC,CRITICAL,Ku-Band,DVB-S2,14384.425,13.86,0.00027,47.3,35946788,0.0,Stormy,True,True,Reaction wheel speed adjusted,1060
WTE-LOG-04888,2024-03-29 05:14:06,WTE-SAT-001WTE-SAT-001,WayneTech Relay Alpha,LEO,Relay,GS-TELAVIV-01,L.McGinnis,ERR-TX-004,Modulation index out of range,Transmisor,LOW,Ka-Band,DVB-S2,26686.054,31.44,0.0037,52.3,3974144,12.0,Snow,False,False,Pending investigation,0
WTE-LOG-04889,2023-06-20 11:32:42,WTE-SAT-007,Oracle Eye III,LEO,Observación,GS-LONDON-01,T.Fox,ERR-ANT-001,Antenna pointing loss,Antena,CRITICAL,Ku-Band,CCSDS,14458.468,20.98,0.0066,10.0,27600026,12.0,Clear,True,True,SEU scrubbing routine triggered,1218
WTE-LOG-04890,2024-11-28 15:18:13,WTE-SAT-001WTE-SAT-001,WayneTech Relay Alpha,LEO,Relay,GS-GOTHAM-02,V.Stone,ERR-TCS-001,Thermal control system out of bounds,Térmico,HIGH,Ku-Band,TM/TC,14130.625,8.42,1.4e-07,78.4,12861919,7.0,Clear,True,True,Reaction wheel speed adjusted,1316
WTE-LOG-04891,2023-04-07 08:38:11,WTE-SAT-002,WayneTech Relay Beta,LEO,Relay,GS-TELAVIV-01,B.Wayne,ERR-TCS-002,Heater circuit open fault,Térmico,LOW,X-Band,AOS,8068.065,8.27,0.0069,77.0,30947704,0.0,Snow,True,True,Adjusted frequency offset manually,2555
WTE-LOG-04892,2023-05-12 06:43:35,WTE-SAT-004,WayneTech Relay Delta,MEO,Relay,GS-TELAVIV-01,V.Stone,ERR-TX-004,Modulation index out of range,Transmisor,LOW,X-Band,DVB-S2,8042.551,13.16,1.8e-07,86.8,26564486,15.0,Snow,False,True,Initiated safe mode protocol,796
WTE-LOG-04893,2024-06-28 17:44:08,WTE-SAT-015,WTE Deep Space Probe I,HEO,Investigación,GS-SINGAPORE-01,T.Fox,ERR-OBC-003,Software exception — unhandled interrupt,OBC,HIGH,S-Band,CCSDS,2119.015,22.16,0.0022,54.3,47950540,4.0,Clear,True,True,Monitoring — no immediate action required,2275
WTE-LOG-04894,2023-12-28 12:21:46,WTE-SAT-014,Project Oracle Node B,LEO,Datos,GS-SILICON-01,B.Grayson,ERR-TX-002,Power amplifier overheat,Transmisor,HIGH,VHF,SpacePacket,163.905,22.17,7.5e-06,68.5,9239496,3.0,Snow,True,True,Switched to backup transponder,1232
WTE-LOG-04895,2022-10-16 15:03:00,WTE-SAT-005,Oracle Eye I,GEO,Observación,GS-SINGAPORE-01GS-SINGAPORE-01,V.Stone,ERR-TX-001,Signal loss > threshold,Transmisor,LOW,Optical,SpacePacket,193416.135,12.6,4e-05,37.3,75333780,11.0,Snow,True,True,Backup link established via GS-GOTHAM-02,945
WTE-LOG-04896,2024-06-30 13:44:25,WTE-SAT-013,Project Oracle Node A,LEO,Datos,GS-SILICON-01,O.Queen,ERR-RX-002,AGC lock failure,Receptor,MEDIUM,S-Band,AOS,2110.542,22.01,4.2e-07,73.8,8167894,5.0,Clear,True,True,Initiated safe mode protocol,2264
WTE-LOG-04897,2023-09-04 01:40:58,WTE-SAT-010,Wayne IoT Hub North,LEO,IoT,GS-SINGAPORE-01,B.Wayne,ERR-PROP-001,Thruster valve stuck open,Propulsión,CRITICAL,S-Band,AOS,2064.498,16.46,9.6e-05,9.9,74181692,12.0,Clear,True,True,Watchdog timer reset — system recovered,2675
WTE-LOG-04898,2022-12-16 08:34:53,WTE-SAT-007,Oracle Eye III,LEO,Observación,GS-SILICON-01,D.Pennyworth,ERR-TLM-004,Packet sequence counter mismatch,Telemetría,MEDIUM,Optical,TCP/IP-over-CCSDS,193496.397,0.0,4.4e-08,35.8,67420249,0.0,Clear,True,True,Pending L3 review,1760
WTE-LOG-04899,2024-01-26 05:48:15,WTE-SAT-006,Oracle Eye II,GEO,Observación,GS-SYDNEY-01,S.Wayne,ERR-TX-001,Signal loss > threshold,Transmisor,CRITICAL,VHF,CCSDS,149.357,11.17,0.00079,29.4,17503227,7.0,Clear,True,True,Power cycle completed successfully,2435
WTE-LOG-04900,2023-04-19 09:23:49,WTE-SAT-003,WayneTech Relay Gamma,LEO,Relay,GS-GOTHAM-01,V.Stone,ERR-RX-003,Bit error rate > 1e-6,Receptor,CRITICAL,X-Band,TCP/IP-over-CCSDS,8280.073,0.0,0.0074,46.3,19911963,8.0,Snow,True,True,Solar array reoriented,709
WTE-LOG-04901,2022-01-21 06:54:41,WTE-SAT-011,Wayne IoT Hub South,LEO,IoT,GS-TORONTO-01,P.Parker,ERR-TX-001,Signal loss > threshold,Transmisor,CRITICAL,Optical,CCSDS,193474.218,17.2,1.4e-09,41.7,84825882,0.0,Cloudy,True,True,Power cycle completed successfully,760
WTE-LOG-04902,2024-10-04 17:29:57,WTE-SAT-010,Wayne IoT Hub North,LEO,IoT,GS-GOTHAM-01,V.Stone,ERR-CMD-003,Command timeout — no ACK received,Comando,MEDIUM,Optical,TCP/IP-over-CCSDS,193596.554,18.59,4e-05,19.7,70811324,12.0,Snow,True,True,Solar array reoriented,2757
WTE-LOG-04903,2023-02-13 13:32:27,WTE-SAT-006,Oracle Eye II,GEO,Observación,GS-GOTHAM-02,D.Pennyworth,ERR-RX-002,AGC lock failure,Receptor,MEDIUM,Ka-Band,AOS,26638.171,20.71,2.2e-06,49.3,31308559,6.0,Rain,True,True,Escalated to L2 engineering team,113
WTE-LOG-04904,2024-08-11 00:25:19,WTE-SAT-005,Oracle Eye I,GEO,Observación,GS-TELAVIV-01,P.Parker,ERR-NET-001,Inter-satellite link packet drop > 5%,Red ISL,HIGH,X-Band,TM/TC,8388.556,17.3,6.3e-07,74.0,29402593,14.0,Clear,True,True,Rebooted subsystem — nominal restored,1899
WTE-LOG-04905,2024-01-25 00:32:17,WTE-SAT-002,WayneTech Relay Beta,LEO,Relay,GS-GOTHAM-02,D.Pennyworth,ERR-PWR-004,Peak power tracker fault,Energía,LOW,Optical,TCP/IP-over-CCSDS,193413.717,24.47,6.4e-05,45.3,75838677,9.0,Clear,False,True,Power cycle completed successfully,636
WTE-LOG-04906,2022-09-25 17:03:51,WTE-SAT-011,Wayne IoT Hub South,LEO,IoT,GS-GOTHAM-02,C.Danvers,ERR-CMD-001,Command authentication failure,Comando,MEDIUM,Optical,SpacePacket,193519.455,21.27,0.00015,25.8,51253371,5.0,Fog,True,True,Monitoring — no immediate action required,1201
WTE-LOG-04907,2022-09-29 23:19:53,WTE-SAT-005,Oracle Eye I,GEO,Observación,GS-DUBAI-01,S.Wayne,ERR-CMD-004,Invalid command sequence,Comando,LOW,X-Band,SpacePacket,8159.133,10.31,6.4e-06,74.7,33198882,9.0,Clear,False,False,Pending investigation,0
WTE-LOG-04908,2023-06-14 08:53:10,WTE-SAT-006,Oracle Eye II,GEO,Observación,GS-SYDNEY-01,T.Fox,ERR-NET-002,Routing table inconsistency,Red ISL,MEDIUM,X-Band,TM/TC,8228.997,16.28,4.9e-09,17.7,38933783,12.0,Cloudy,True,False,Pending investigation,0
WTE-LOG-04909,2023-07-29 07:42:20,WTE-SAT-004,WayneTech Relay Delta,MEO,Relay,GS-DUBAI-01,B.Banner,ERR-CMD-002,Uplink packet loss,Comando,HIGH,VHF,DVB-S2,145.278,11.35,0.0099,5.7,49812959,0.0,Clear,True,True,Solar array reoriented,149
WTE-LOG-04910,2022-03-17 09:19:13,WTE-SAT-014,Project Oracle Node B,LEO,Datos,GS-TORONTO-01,B.Grayson,ERR-ANT-003,Mechanical gimbal fault,Antena,HIGH,S-Band,TCP/IP-over-CCSDS,2075.388,23.32,0.00018,29.0,55226123,0.0,Clear,True,True,Manual command override applied,507
WTE-LOG-04911,2024-01-09 21:50:56,WTE-SAT-014,Project Oracle Node B,LEO,Datos,GS-GOTHAM-01 ,R.Drake,ERR-OBC-004,EDAC correction overflow,OBC,MEDIUM,X-Band,SpacePacket,8328.369,24.23,0.0019,74.2,71698074,2.0,Clear,False,False,Pending investigation,0
WTE-LOG-04912,2022-11-17 16:54:04,WTE-SAT-003,WayneTech Relay Gamma,LEO,Relay,GS-SYDNEY-01,T.Stark,ERR-TLM-002,Housekeeping data gap,Telemetría,MEDIUM,Ku-Band,AOS,14007.454,26.19,0.0061,65.4,38704973,1.0,Clear,False,True,Encryption keys rotated,2028
WTE-LOG-04913,2023-12-10 23:04:04,WTE-SAT-007,Oracle Eye III,LEO,Observación,GS-TORONTO-01,B.Wayne,ERR-TCS-002,Heater circuit open fault,Térmico,MEDIUM,Ku-Band,AOS,14212.251,11.01,0.005,75.4,33982905,14.0,Clear,True,True,Solar array reoriented,429
WTE-LOG-04914,2024-07-31 23:43:02,WTE-SAT-005,Oracle Eye I,GEO,Observación,GS-GOTHAM-01,V.Stone,ERR-RX-001,Receiver desensitization detected,Receptor,HIGH,X-Band,CCSDS,8360.435,12.42,7.5e-07,59.9,9835638,12.0,Fog,True,True,SEU scrubbing routine triggered,467
WTE-LOG-04915,2024-09-14 03:27:49,WTE-SAT-008,Wayne Sentinel Prime,GEO,Seguridad,GS-GOTHAM-01,O.Queen,ERR-PWR-002,Battery cell imbalance,Energía,MEDIUM,Ka-Band,TCP/IP-over-CCSDS,26991.11,4.94,0.0071,85.8,84807221,5.0,Clear,True,True,Reaction wheel speed adjusted,2303
WTE-LOG-04916,2023-05-19 15:18:17,WTE-SAT-008,Wayne Sentinel Prime,GEO,Seguridad,GS-GOTHAM-01,B.Wayne,ERR-ANT-001,Antenna pointing loss,Antena,CRITICAL,Optical,DVB-S2,193686.936,0.0,5.9e-09,88.9,31708603,7.0,Stormy,True,True,Pending L3 review,1151
WTE-LOG-04917,2023-06-12 00:38:45,WTE-SAT-003,WayneTech Relay Gamma,LEO,Relay,GS-SILICON-01,B.Grayson,ERR-PROP-001,Thruster valve stuck open,Propulsión,CRITICAL,S-Band,CCSDS,2061.185,23.45,9.7e-05,43.3,85132979,6.0,Clear,True,False,Pending investigation,0
WTE-LOG-04918,2023-10-08 05:10:53,WTE-SAT-003,WayneTech Relay Gamma,LEO,Relay,GS-SYDNEY-01,L.McGinnis,ERR-ADCS-002,Reaction wheel desaturation required,ADCS,MEDIUM,Ka-Band,CCSDS,26847.304,18.08,0.00078,35.2,14811332,13.0,Snow,True,True,Antenna calibration sequence executed,2319
